"Tangut definitions for Tangut block. Data from Andrew West's https://babelstone.co.uk/Unicode/unicode.js, https://www.unicode.org/wg2/docs/n4724-FiveAdditionalTangut.pdf, https://www.unicode.org/wg2/docs/n4851-TangutAdditions.pdf, and https://www.unicode.org/L2/L2023/23246-wg2-n5217r2.pdf",definition,reading,possible variant or error,notes,source
17463,harmonious,,,,
17464,,,,,
17465,to adore,,,,
17466,frank,,,,
17467,"to make (wine, vinegar)",,,,
17468,to fight,,,,
17469,hope,,,,
1746A,a man of noble character,,,,
1746B,a transliteration,,,,
1746C,dregs,,,,
1746D,fat,,,,
1746E,small dish,,,,
1746F,to lie down,,,,
17470,property,,,,
17471,rob; festival,,,,
17472,to speak,,,,
17473,thousand,,,,
17474,a surname,,,,
17475,big cymbals,,,,
17476,straight,,,,
17477,all,,,,
17478,to fight,,,,
17479,a transliteration,,,,
1747A,a kind of vegetable,,,,
1747B,joint,,,,
1747C,end,,,,
1747D,a transliteration,,,,
1747E,speech,,,,
1747F,single,,,,
17480,to support,,,,
17481,love,,,,
17482,marriage,,,,
17483,frontier,,,,
17484,,,,,
17485,a surname,,,,
17486,a transliteration,,,,
17487,six-year-old sheep,,,,
17488,pond,,,,
17489,a transliteration,,,,
1748A,dirt,,,,
1748B,to gather,,,,
1748C,a surname,,,,
1748D,to resolve,,,,
1748E,song,,,,
1748F,a surname,,,,
17490,to receive,,,,
17491,a transliteration,,,,
17492,arrogant,,,,
17493,gorgeous,,,,
17494,a surname,,,,
17495,neck,,,,
17496,to stretch,,,,
17497,brother's son,,,,
17498,true,,,,
17499,multitudinous,,,,
1749A,to present (a gift),,,,
1749B,to ride,,,,
1749C,belt,,,,
1749D,a transliteration,,,,
1749E,vegetable,,,,
1749F,to demand,,,,
174A0,cervical vertebra,,,,
174A1,to go,,,,
174A2,to guide,,,,
174A3,to advocate,,,,
174A4,one-year-old sheep,,,,
174A5,to revere,,,,
174A6,to seek,,,,
174A7,to cut off,,,,
174A8,cymbals,,,,
174A9,a surname,,,,
174AA,altar,,,,
174AB,a transliteration,,,,
174AC,,,,,
174AD,brother's son,,,,
174AE,a transliteration,,,,
174AF,to lose,,,,
174B0,lonely,,,,
174B1,year,,,,
174B2,to amuse,,,,
174B3,bell,,,,
174B4,"to make (wine, vinegar)",,,,
174B5,to tie,,,,
174B6,,,,,
174B7,parents,,,,
174B8,stomach (of a bird),,,,
174B9,seven,,,,
174BA,,,,,
174BB,skilful,,,,
174BC,to expand,,,,
174BD,resentment,,,,
174BE,to sleep,,,,
174BF,warehouse,,,,
174C0,to hide,,,,
174C1,to listen,,,,
174C2,to know,,,,
174C3,dark,,,,
174C4,harmonious,,,,
174C5,to mend,,,,
174C6,to change,,,,
174C7,cervical vertebra,,,,
174C8,clothing,,,,
174C9,father-in-law,,,,
174CA,a surname,,,,
174CB,a kind of animal,,,,
174CC,long,,,,
174CD,turbulent (current),,,,
174CE,to mix,,,,
174CF,to look,,,,
174D0,to rumor,,,,
174D1,to guard,,,,
174D2,father-in-law,,,,
174D3,to go,,,,
174D4,a surname,,,,
174D5,a transliteration,,,,
174D6,dexterous,,,,
174D7,a transliteration,,,,
174D8,wide,,,,
174D9,to hit,,,,
174DA,to apply,,,,
174DB,wizard,,,,
174DC,a transliteration,,,,
174DD,to clear away,,,,
174DE,a surname,,,,
174DF,fourth,,,,
174E0,mixed blood,,,,
174E1,wealth,,,,
174E2,mother-in-law,,,,
174E3,honest,,,,
174E4,,,,,
174E5,dawn,,,,
174E6,secret,,,,
174E7,a surname,,,,
174E8,to seek,,,,
174E9,wide,,,,
174EA,a transliteration,,,,
174EB,robe,,,,
174EC,flourish (?); wide,,,,
174ED,wealth,,,,
174EE,a transliteration,,,,
174EF,employment,,,,
174F0,deep,,,,
174F1,if,,,,
174F2,robe,,,,
174F3,fat,,,,
174F4,a kind of clothing making of crude gunny,,,,
174F5,a surname,,,,
174F6,shirt made by rough cloth,,,,
174F7,a surname,,,,
174F8,oath,,,,
174F9,a surname,,,,
174FA,fur-lined jacket,,,,
174FB,mist,,,,
174FC,oath,,,,
174FD,a transliteration,,,,
174FE,close,,,,
174FF,sleepy,,,,
17500,father,,,,
17501,god,,,,
17502,small dish,,,,
17503,rouge,,,,
17504,gruel,,,,
17505,corner,,,,
17506,to store,,,,
17507,warehouse,,,,
17508,a transliteration,,,,
17509,perhaps,,,,
1750A,anger,,,,
1750B,a surname,,,,
1750C,shoes,,,,
1750D,industrious,,,,
1750E,to put in order,,,,
1750F,to stir,,,,
17510,kind,,,,
17511,clothes for cattle,,,,
17512,husband,,,,
17513,to borrow,,,,
17514,bamboo,,,,
17515,platform,,,,
17516,to slaughter,,,,
17517,stinking,,,,
17518,to listen,,,,
17519,to screen,,,,
1751A,beautiful,,,,
1751B,to dress,,,,
1751C,fast,,,,
1751D,a transliteration,,,,
1751E,livestock,,,,
1751F,a surname,,,,
17520,to store,,,,
17521,to mend,,,,
17522,"to make (wine, vinegar)",,,,
17523,a transliteration,,,,
17524,dark,,,,
17525,to contend,,,,
17526,a surname,,,,
17527,cupboard,,,,
17528,to twine,,,,
17529,to transport,,,,
1752A,to thunder,,,,
1752B,to meet,,,,
1752C,a surname,,,,
1752D,to get,,,,
1752E,to cherish,,,,
1752F,to fight,,,,
17530,milk,,,,
17531,impressive and dignified manners,,,,
17532,firm,,,,
17533,ancestor,,,,
17534,a surname,,,,
17535,a surname,,,,
17536,a surname,,,,
17537,a transliteration,,,,
17538,a surname,,,,
17539,a surname,,,,
1753A,pants,,,,
1753B,dexterous,,,,
1753C,to fight,,,,
1753D,,,,,
1753E,a surname,,,,
1753F,ceremony,,,,
17540,a kind of grass,,,,
17541,to grow,,,,
17542,tool,,,,
17543,soup,,,,
17544,juice,,,,
17545,cheese,,,,
17546,moist,,,,
17547,juice,,,,
17548,mud,,,,
17549,otter,,,,
1754A,,,,,
1754B,plough,,,,
1754C,a surname,,,,
1754D,tired,,,,
1754E,to be smooth and steady,,,,
1754F,conceited,,,,
17550,to fear,,,,
17551,ten thousand,,,,
17552,to take a wife,,,,
17553,still,,,,
17554,platform,,,,
17555,tooth,,,,
17556,to observe,,,,
17557,to adore,,,,
17558,I,,,,
17559,conceited,,,,
1755A,ten thousand,,,,
1755B,well-proportioned,,,,
1755C,to hide,,,,
1755D,to contract,,,,
1755E,to ride,,,,
1755F,broken,,,,
17560,a classifier,,,,
17561,to redeem,,,,
17562,owlet,,,,
17563,angry,,,,
17564,to seek for happiness,,,,
17565,shining,,,,
17566,restrained,,,,
17567,like,,,,
17568,to love,,,,
17569,harmonious,,,,
1756A,woman,,,,
1756B,to like,,,,
1756C,light,,,,
1756D,silly,,,,
1756E,to pull,,,,
1756F,bedding,,,,
17570,to pull out,,,,
17571,height (of a person),,,,
17572,to flog,,,,
17573,to change,,,,
17574,modest,,,,
17575,to burst,,,,
17576,mad,,,,
17577,flat,,,,
17578,a transliteration,,,,
17579,to answer,,,,
1757A,speech,,,,
1757B,ditch,,,,
1757C,to spread,,,,
1757D,to know,,,,
1757E,a transliteration,,,,
1757F,kind,,,,
17580,to suit,,,,
17581,tall,,,,
17582,to advise,,,,
17583,,,,,
17584,kindness,,,,
17585,to go along with,,,,
17586,living in peace,,,,
17587,firm; skilful,,,,
17588,to forbid,,,,
17589,insane,,,,
1758A,to send (an envoy),,,,
1758B,who,,,,
1758C,one,,,,
1758D,praise,,,,
1758E,to judge,,,,
1758F,former times,,,,
17590,hiccup,,,,
17591,to plot,,,,
17592,fault,,,,
17593,to report,,,,
17594,peaceful,,,,
17595,to scold,,,,
17596,to tell,,,,
17597,to blow (one's nose),,,,
17598,word,,,,
17599,to speak,,,,
1759A,to report,,,,
1759B,alas,,,,
1759C,to force,,,,
1759D,few,,,,
1759E,to flatter,,,,
1759F,musical instrument,,,,
175A0,harmonious,,,,
175A1,crime,,,,
175A2,to indicate,,,,
175A3,to swear,,,,
175A4,to look for,,,,
175A5,to advise,,,,
175A6,to dispatch,,,,
175A7,a transliteration,,,,
175A8,peaceful,,,,
175A9,to quarrel,,,,
175AA,swelling,,,,
175AB,to help,,,,
175AC,to get worried,,,,
175AD,happy,,,,
175AE,thatched hut,,,,
175AF,a transliteration,,,,
175B0,sutra,,,,
175B1,a transliteration,,,,
175B2,to increase,,,,
175B3,to weave,,,,
175B4,weaving,,,,
175B5,a preposition,,,,
175B6,who,,,,
175B7,anger,,,,
175B8,to say,,,,
175B9,a transliteration,,,,
175BA,eardrop,,,,
175BB,respect,,,,
175BC,lazy,,,,
175BD,a transliteration,,,,
175BE,to force,,,,
175BF,,,,,
175C0,wan and sallow,,,,
175C1,ashamed,,,,
175C2,a modal auxiliary,,,,
175C3,a transliteration,,,,
175C4,an official title,,,,
175C5,to curse,,,,
175C6,Buddhist monk,,,,
175C7,to confess,,,,
175C8,to read,,,,
175C9,to sing happily,,,,
175CA,sprouts,,,,
175CB,a transliteration,,,,
175CC,house,,,,
175CD,a kind of maggot,,,,
175CE,to advise,,,,
175CF,,,,,
175D0,life,,,,
175D1,to live,,,,
175D2,land,,,,
175D3,bottle,,,,
175D4,flat,,,,
175D5,changing,,,,
175D6,spinach,,,,
175D7,exploits,,,,
175D8,sweet,,,,
175D9,a possessive adverb,,,,
175DA,sea,,,,
175DB,dazzle,,,,
175DC,to wave,,,,
175DD,a kind of vegetable,,,,
175DE,cooked wheaten food,,,,
175DF,will,,,,
175E0,to lick,,,,
175E1,dirty,,,,
175E2,dagger,,,,
175E3,trade,,,,
175E4,,,,,
175E5,to sell and buy,,,,
175E6,price,,,,
175E7,price,,,,
175E8,man and his wife's brother,,,,
175E9,to sell,,,,
175EA,commerce,,,,
175EB,to traffic,,,,
175EC,among,,,,
175ED,to attend,,,,
175EE,to traffic,,,,
175EF,dog,,,,
175F0,a kind of grass,,,,
175F1,fox,,,,
175F2,to butcher,,,,
175F3,dirty,,,,
175F4,to bark,,,,
175F5,yak,,,,
175F6,fox,,,,
175F7,noise,,,,
175F8,eddy,,,,
175F9,bellyband,,,,
175FA,wolf,,,,
175FB,dog,,,,
175FC,wizard,,,,
175FD,a surname,,,,
175FE,pig,,,,
175FF,dog,,,,
17600,chrysalis,,,,
17601,to bark,,,,
17602,dog,,,,
17603,buttocks,,,,
17604,maggot,,,,
17605,pig,,,,
17606,a transliteration,,,,
17607,a surname,,,,
17608,slack,,,,
17609,pearl,,,,
1760A,magpie,,,,
1760B,seven,,,,
1760C,to send,,,,
1760D,blue and green,,,,
1760E,seven,,,,
1760F,to send,,,,
17610,a kind of insect,,,,
17611,dark green,,,,
17612,hoof,,,,
17613,empty,,,,
17614,to swear,,,,
17615,family dependants,,,,
17616,hoof,,,,
17617,rainbow,,,,
17618,colored silk,,,,
17619,scorpion,,,,
1761A,dark green,,,,
1761B,to dye,,,,
1761C,to be lame,,,,
1761D,five,,,,
1761E,sage,,,,
1761F,holy,,,,
17620,leg,,,,
17621,down,,,,
17622,thin,,,,
17623,looks,,,,
17624,marriage,,,,
17625,miscellaneous,,,,
17626,a transliteration,,,,
17627,butter,,,,
17628,a surname,,,,
17629,yellow,,,,
1762A,clan,,,,
1762B,to fall scattered,,,,
1762C,time,,,,
1762D,a surname,,,,
1762E,yellow,,,,
1762F,a modal auxiliary,,,,
17630,dark,,,,
17631,to submit,,,,
17632,pavilion,,,,
17633,to stab,,,,
17634,to move,,,,
17635,to cut,,,,
17636,a sudden peal of thunder,,,,
17637,to roar,,,,
17638,,,,,
17639,a transliteration,,,,
1763A,quiet,,,,
1763B,a sorrowfull sigh,,,,
1763C,a transliteration,,,,
1763D,fear,,,,
1763E,conch,,,,
1763F,well-balanced,,,,
17640,a reward,,,,
17641,sound,,,,
17642,drum,,,,
17643,a transliteration,,,,
17644,sound,,,,
17645,to hum,,,,
17646,blocked,,,,
17647,to howl,,,,
17648,to allow,,,,
17649,to choke,,,,
1764A,a transliteration,,,,
1764B,harmony,,,,
1764C,to call,,,,
1764D,to abuse,,,,
1764E,information,,,,
1764F,sound,,,,
17650,to whistle,,,,
17651,breath,,,,
17652,a transliteration,,,,
17653,a transliteration,,,,
17654,a transliteration,,,,
17655,to shout,,,,
17656,a transliteration,,,,
17657,chime,,,,
17658,bell,,,,
17659,a transliteration,,,,
1765A,a transliteration,,,,
1765B,a transliteration,,,,
1765C,very fast,,,,
1765D,(usually used in the negative) sound,,,,
1765E,dragon,,,,
1765F,a transliteration,,,,
17660,noise,,,,
17661,to cry,,,,
17662,a transliteration,,,,
17663,to condemn,,,,
17664,a transliteration,,,,
17665,sigh,,,,
17666,a transliteration,,,,
17667,flourishing,,,,
17668,rapidly,,,,
17669,stop,,,,
1766A,a transliteration,,,,
1766B,a transliteration,,,,
1766C,a transliteration,,,,
1766D,thousand,,,,
1766E,foot mark,,,,
1766F,back,,,,
17670,tortoise,,,,
17671,hard,,,,
17672,jade necklace,,,,
17673,coarse,,,,
17674,patriarchal clan,,,,
17675,to indicate,,,,
17676,beautiful,,,,
17677,front,,,,
17678,felt,,,,
17679,the moon,,,,
1767A,shed,,,,
1767B,to indicate,,,,
1767C,front,,,,
1767D,feelings,,,,
1767E,a surname,,,,
1767F,to guard,,,,
17680,to go without a burden,,,,
17681,to make out,,,,
17682,to be familiar with,,,,
17683,fork,,,,
17684,peach,,,,
17685,to ring,,,,
17686,,,,,
17687,thick,,,,
17688,rice steamer,,,,
17689,people,,,,
1768A,,,,,
1768B,branch,,,,
1768C,tail,,,,
1768D,rafter,,,,
1768E,a kind of tree,,,,
1768F,Chinese fir,,,,
17690,willow,,,,
17691,a kind of tree,,,,
17692,a kind of tree,,,,
17693,a surname,,,,
17694,to bathe,,,,
17695,a kind of tree,,,,
17696,a unit of measurement,,,,
17697,sandalwood,,,,
17698,small dish,,,,
17699,Chinese parasol tree,,,,
1769A,wrist,,,,
1769B,to move,,,,
1769C,to burn,,,,
1769D,thistles and thorns,,,,
1769E,a kind of vegetable,,,,
1769F,jar,,,,
176A0,basket,,,,
176A1,man,,,,
176A2,rake,,,,
176A3,a kind of tree,,,,
176A4,,,,,
176A5,sugarcane,,,,
176A6,turtledove,,,,
176A7,firewood,,,,
176A8,cupboard,,,,
176A9,road,,,,
176AA,to dispatch,,,,
176AB,a kind of tree,,,,
176AC,ailanthus,,,,
176AD,to chop,,,,
176AE,a transliteration,,,,
176AF,to close,,,,
176B0,,,,,
176B1,a kind of tree,,,,
176B2,litchi,,,,
176B3,neck of a plough,,,,
176B4,a kind of tree,,,,
176B5,willow,,,,
176B6,thorn,,,,
176B7,a surname,,,,
176B8,urgent,,,,
176B9,bolt,,,,
176BA,basket,,,,
176BB,a unit of measurement,,,,
176BC,a transliteration,,,,
176BD,wilderness,,,,
176BE,the fruit of Chinese wolfberry,,,,
176BF,to gather,,,,
176C0,a kind of tree,,,,
176C1,chestnut,,,,
176C2,able and virtuous,,,,
176C3,to arrive,,,,
176C4,rafter,,,,
176C5,tub,,,,
176C6,branch,,,,
176C7,,,,,
176C8,to rise,,,,
176C9,a kind of tree,,,,
176CA,west,,,,
176CB,melon,,,,
176CC,to do,,,,
176CD,to break,,,,
176CE,trough,,,,
176CF,to invite,,,,
176D0,to crack,,,,
176D1,happiness,,,,
176D2,eulogy,,,,
176D3,a kind of vegetable,,,,
176D4,hedgehog,,,,
176D5,cassia,,,,
176D6,brambles,,,,
176D7,a kind of tree,,,,
176D8,jackal,,,,
176D9,a sleeveless garment,,,,
176DA,boat,,,,
176DB,central room,,,,
176DC,circle,,,,
176DD,plum,,,,
176DE,a kind of tree,,,,
176DF,dragon,,,,
176E0,a kind of tree,,,,
176E1,bamboo shoots,,,,
176E2,railing,,,,
176E3,to sway,,,,
176E4,awning,,,,
176E5,to chisel,,,,
176E6,a kind of vegetable,,,,
176E7,to flow,,,,
176E8,to move,,,,
176E9,roof beam,,,,
176EA,a kind of tree,,,,
176EB,to bathe,,,,
176EC,a kind of tree,,,,
176ED,a kind of tree,,,,
176EE,to subdue,,,,
176EF,old,,,,
176F0,three,,,,
176F1,a place name,,,,
176F2,border,,,,
176F3,,,,,
176F4,seedling,,,,
176F5,small,,,,
176F6,frame,,,,
176F7,white fir,,,,
176F8,burnt,,,,
176F9,desolate and boundless,,,,
176FA,round,,,,
176FB,maroon,,,,
176FC,tree tumor,,,,
176FD,,,,,
176FE,a kind of tree,,,,
176FF,song,,,,
17700,wine,,,,
17701,Chinese ink,,,,
17702,garden,,,,
17703,to borrow money,,,,
17704,time,,,,
17705,to gamble,,,,
17706,bowl,,,,
17707,a kind of wood,,,,
17708,to hold,,,,
17709,a kind of grass,,,,
1770A,fear,,,,
1770B,Chinese flowering crab apple,,,,
1770C,complete,,,,
1770D,to kill,,,,
1770E,to tie,,,,
1770F,,,,,
17710,fire,,,,
17711,a skilled workman,,,,
17712,casket,,,,
17713,to appear,,,,
17714,disorderly,,,,
17715,neck of a plough,,,,
17716,to hold,,,,
17717,a kind of tree,,,,
17718,near,,,,
17719,to hold,,,,
1771A,a kind of tree,,,,
1771B,cork,,,,
1771C,to seek,,,,
1771D,red wood,,,,
1771E,election,,,,
1771F,a kind of plant,,,,
17720,to punish severely,,,,
17721,thornbushes,,,,
17722,roof beam,,,,
17723,night,,,,
17724,a kind of tree,,,,
17725,a kind of plant,,,,
17726,to sink,,,,
17727,hole,,,,
17728,a kind of plant,,,,
17729,a kind of tree,,,,
1772A,building,,,,
1772B,west,,,,
1772C,to gamble,,,,
1772D,hair,,,,
1772E,to gamble,,,,
1772F,grape,,,,
17730,a surname,,,,
17731,pointed,,,,
17732,lacquer,,,,
17733,a place name,,,,
17734,crooked,,,,
17735,railing,,,,
17736,debt,,,,
17737,a kind of tree,,,,
17738,a classifier,,,,
17739,to enter,,,,
1773A,a transliteration,,,,
1773B,chopsticks,,,,
1773C,to hold,,,,
1773D,to flog,,,,
1773E,ladle,,,,
1773F,a kind of vegetable,,,,
17740,a kind of tree,,,,
17741,plough,,,,
17742,central room,,,,
17743,bowl,,,,
17744,to revolve,,,,
17745,,,,,
17746,general name for certain musical instruments,,,,
17747,confidence,,,,
17748,roof beam,,,,
17749,a place name,,,,
1774A,roof beam,,,,
1774B,pole,,,,
1774C,musk,,,,
1774D,hole,,,,
1774E,bowl,,,,
1774F,a unit of measurement,,,,
17750,to gather,,,,
17751,walnut,,,,
17752,charcoal,,,,
17753,earthen bowl,,,,
17754,a kind of tree,,,,
17755,bamboo flute,,,,
17756,luxuriant,,,,
17757,roof beam,,,,
17758,bamboo,,,,
17759,thorn,,,,
1775A,firewood,,,,
1775B,plum,,,,
1775C,a kind of grass,,,,
1775D,four,,,,
1775E,a kind of tree,,,,
1775F,post,,,,
17760,tree,,,,
17761,to pollute,,,,
17762,a place name,,,,
17763,chess or any board game,,,,
17764,plate,,,,
17765,tree,,,,
17766,purple,,,,
17767,"to crack, to split",,,,
17768,a kind of bamboo,,,,
17769,to be imprisoned,,,,
1776A,pole,,,,
1776B,a kind of tree,,,,
1776C,railing,,,,
1776D,stake,,,,
1776E,rake,,,,
1776F,rake,,,,
17770,luxuriant,,,,
17771,a kind of tree,,,,
17772,melon,,,,
17773,a kind of tree,,,,
17774,a transliteration,,,,
17775,stake,,,,
17776,button,,,,
17777,the fruit of Chinese wolfberry,,,,
17778,ghost,,,,
17779,elm,,,,
1777A,,,,,
1777B,tree tumor,,,,
1777C,agalwood,,,,
1777D,table,,,,
1777E,to advance,,,,
1777F,to hold,,,,
17780,to smile,,,,
17781,post,,,,
17782,calabash,,,,
17783,stinking,,,,
17784,a kind of plant,,,,
17785,to turn,,,,
17786,heavy burden,,,,
17787,to go,,,,
17788,grape,,,,
17789,a skilful woman,,,,
1778A,replete,,,,
1778B,table,,,,
1778C,cypress,,,,
1778D,pedestal,,,,
1778E,pear,,,,
1778F,a tongue of flame,,,,
17790,a kind of tree,,,,
17791,ridgepole,,,,
17792,difference,,,,
17793,cherry,,,,
17794,incense,,,,
17795,to divide,,,,
17796,a transliteration,,,,
17797,a surname,,,,
17798,trousseau,,,,
17799,small cup,,,,
1779A,thin,,,,
1779B,to burst,,,,
1779C,sapling,,,,
1779D,wilderness,,,,
1779E,an auxiliary word,,,,
1779F,fruit,,,,
177A0,apricot,,,,
177A1,to burst,,,,
177A2,tray,,,,
177A3,farm animal,,,,
177A4,seedling,,,,
177A5,to sing,,,,
177A6,to smoke (meat),,,,
177A7,shaft of arrow,,,,
177A8,bamboo shoots,,,,
177A9,bag,,,,
177AA,a kind of tree,,,,
177AB,cracking sound,,,,
177AC,a kind of tree,,,,
177AD,thin,,,,
177AE,furniture,,,,
177AF,a kind of tree,,,,
177B0,faith,,,,
177B1,fragrant,,,,
177B2,to collapse,,,,
177B3,winding corridor,,,,
177B4,a kind of tree,,,,
177B5,wooden framework,,,,
177B6,rake,,,,
177B7,fort,,,,
177B8,a kind of tree,,,,
177B9,,,,,
177BA,broom,,,,
177BB,jaw,,,,
177BC,to light a torch,,,,
177BD,to burst,,,,
177BE,be destroyed,,,,
177BF,brittle,,,,
177C0,mortgage,,,,
177C1,wine,,,,
177C2,skeleton,,,,
177C3,to play,,,,
177C4,pine,,,,
177C5,a kind of tree,,,,
177C6,,,,,
177C7,tea,,,,
177C8,a kind of tree,,,,
177C9,nipple,,,,
177CA,wood used to make saddle,,,,
177CB,roof beam,,,,
177CC,to hold,,,,
177CD,Chinese crab apple,,,,
177CE,winding corridor,,,,
177CF,ghost,,,,
177D0,tangerine,,,,
177D1,a kind of tree,,,,
177D2,cypress,,,,
177D3,a transliteration,,,,
177D4,vehicle,,,,
177D5,a transliteration,,,,
177D6,a kind of vegetable,,,,
177D7,sled,,,,
177D8,to bake,,,,
177D9,to burn,,,,
177DA,flame,,,,
177DB,leaf,,,,
177DC,rapid speed,,,,
177DD,"deerhorn, antler",,,,
177DE,to boil,,,,
177DF,bottom,,,,
177E0,to prepare,,,,
177E1,to sell,,,,
177E2,to grant,,,,
177E3,to repent,,,,
177E4,to whisk or wipe off,,,,
177E5,to reduce,,,,
177E6,luck,,,,
177E7,to gain,,,,
177E8,to take,,,,
177E9,a transliteration,,,,
177EA,fat,,,,
177EB,to borrow,,,,
177EC,to hold or carry in both hands,,,,
177ED,should,,,,
177EE,to rob,,,,
177EF,to hold,,,,
177F0,to like the new and loathe the old,,,,
177F1,today,,,,
177F2,speech,,,,
177F3,speech,,,,
177F4,oral cavity,,,,
177F5,a transliteration,,,,
177F6,emolument,,,,
177F7,former,,,,
177F8,palate,,,,
177F9,language,,,,
177FA,suggestion,,,,
177FB,to make,,,,
177FC,to reply,,,,
177FD,rude,,,,
177FE,to cry,,,,
177FF,servant,,,,
17800,plan,,,,
17801,victory,,,,
17802,stagnant,,,,
17803,saliva,,,,
17804,to distribute food,,,,
17805,to distribute food,,,,
17806,thunderbolt,,,,
17807,to eat,,,,
17808,to eat,,,,
17809,lips,,,,
1780A,a transliteration,,,,
1780B,to instigate,,,,
1780C,to vomit,,,,
1780D,net,,,,
1780E,meat stuffing,,,,
1780F,throat,,,,
17810,to expand,,,,
17811,to bite,,,,
17812,tall,,,,
17813,binder,,,,
17814,to send,,,,
17815,a transliteration,,,,
17816,to accuse falsely,,,,
17817,thunderbolt,,,,
17818,to eat,,,,
17819,a kind of disease in nose,,,,
1781A,big,,,,
1781B,to swallow,,,,
1781C,to shout,,,,
1781D,a transliteration,,,,
1781E,to swallow,,,,
1781F,to slaughter,,,,
17820,banquet,,,,
17821,below,,,,
17822,fear,,,,
17823,to eat,,,,
17824,to feast,,,,
17825,to select,,,,
17826,to feed,,,,
17827,a surname,,,,
17828,saliva,,,,
17829,to feed,,,,
1782A,to command,,,,
1782B,hungry,,,,
1782C,,,,,
1782D,to shout,,,,
1782E,entertainment,,,,
1782F,to instigate,,,,
17830,to drink,,,,
17831,to shout,,,,
17832,to mix,,,,
17833,whistle,,,,
17834,a transliteration,,,,
17835,thirst,,,,
17836,to penetrate,,,,
17837,to distinguish,,,,
17838,to smile,,,,
17839,to teach,,,,
1783A,hobby,,,,
1783B,to stutter,,,,
1783C,tasty,,,,
1783D,elder brother,,,,
1783E,to cough,,,,
1783F,to feed,,,,
17840,to be greedy for money or food,,,,
17841,a round flat cake,,,,
17842,to roar,,,,
17843,incomplete,,,,
17844,to drink,,,,
17845,to eat,,,,
17846,to sprinkle,,,,
17847,food,,,,
17848,to cry,,,,
17849,to instigate,,,,
1784A,to swallow,,,,
1784B,to cry,,,,
1784C,,,,,
1784D,to spit,,,,
1784E,fragrant,,,,
1784F,fragrant,,,,
17850,to interrogate,,,,
17851,to scatter,,,,
17852,a kind of food like cake,,,,
17853,a transliteration,,,,
17854,to oath,,,,
17855,to breast-feed,,,,
17856,fat,,,,
17857,chicken,,,,
17858,frivolous,,,,
17859,to extol,,,,
1785A,fast,,,,
1785B,coriander,,,,
1785C,to offer a sacrifice,,,,
1785D,how about,,,,
1785E,thousand,,,,
1785F,,,,,
17860,to seek,,,,
17861,soft,,,,
17862,to look for,,,,
17863,to weight,,,,
17864,to seek,,,,
17865,whip,,,,
17866,a necklace of precious stones,,,,
17867,to conceal,,,,
17868,to help,,,,
17869,grey,,,,
1786A,limitation,,,,
1786B,daughter-in-law,,,,
1786C,posture,,,,
1786D,poetry,,,,
1786E,dignified,,,,
1786F,strange,,,,
17870,a surname,,,,
17871,thin,,,,
17872,,,,,
17873,beautiful,,,,
17874,river,,,,
17875,to smile,,,,
17876,a suffix,,,,
17877,wonderful,,,,
17878,daughter-in-law,,,,
17879,to like,,,,
1787A,to explain,,,,
1787B,excrement,,,,
1787C,to help,,,,
1787D,insect dung,,,,
1787E,to like,,,,
1787F,drop,,,,
17880,hair,,,,
17881,to seek,,,,
17882,Chinese parasol tree,,,,
17883,to rise,,,,
17884,side,,,,
17885,clean,,,,
17886,a surname,,,,
17887,ditch,,,,
17888,village,,,,
17889,a skilled workman,,,,
1788A,dung,,,,
1788B,to give birth,,,,
1788C,dung,,,,
1788D,auspicious,,,,
1788E,to murder,,,,
1788F,to die,,,,
17890,grave,,,,
17891,disease,,,,
17892,horse disease,,,,
17893,stutter,,,,
17894,to die,,,,
17895,to lose,,,,
17896,coma,,,,
17897,hell,,,,
17898,to live,,,,
17899,stuffy,,,,
1789A,cow disease,,,,
1789B,ghost,,,,
1789C,to die,,,,
1789D,to be frightened,,,,
1789E,devil,,,,
1789F,disaster,,,,
178A0,boring,,,,
178A1,coma,,,,
178A2,grave,,,,
178A3,to die,,,,
178A4,grave,,,,
178A5,captivation by witchcraft,,,,
178A6,flag,,,,
178A7,to be frightened,,,,
178A8,human being,,,,
178A9,a surname,,,,
178AA,majestic,,,,
178AB,cheese,,,,
178AC,to amass,,,,
178AD,nine,,,,
178AE,word,,,,
178AF,tongue,,,,
178B0,a surname,,,,
178B1,to teach,,,,
178B2,happy,,,,
178B3,Buddha,,,,
178B4,to shout,,,,
178B5,to raise,,,,
178B6,circle,,,,
178B7,fresh,,,,
178B8,mouth,,,,
178B9,to salute,,,,
178BA,before,,,,
178BB,a surname,,,,
178BC,upright,,,,
178BD,,,,,
178BE,alone,,,,
178BF,a transliteration,,,,
178C0,a surname,,,,
178C1,,,,,
178C2,a kind of shell which looks like a jade,,,,
178C3,word,,,,
178C4,what,,,,
178C5,a surname,,,,
178C6,a transliteration,,,,
178C7,the third of the Eight Trigrams,,,,
178C8,to go out,,,,
178C9,thick,,,,
178CA,I,,,,
178CB,enemy,,,,
178CC,to understand,,,,
178CD,to worry,,,,
178CE,water spring,,,,
178CF,physique,,,,
178D0,very fast,,,,
178D1,a surname,,,,
178D2,round,,,,
178D3,hard,,,,
178D4,stupid,,,,
178D5,human being,,,,
178D6,familiar,,,,
178D7,to do,,,,
178D8,orphan,,,,
178D9,upright,,,,
178DA,perhaps,,,,
178DB,a surname,,,,
178DC,this,,,,
178DD,a surname,,,,
