ID,Name (!=deprecated),◌,⇆,Aa,Type,Script,"Aliases; >=xref, <=decompos., :=Dc syntax",Description,
122,Variant Selector 1,0,NSM,,Mn,Variant selectors,,,
123,Variant Selector 2,0,NSM,,Mn,Variant selectors,,,
124,Variant Selector 3,0,NSM,,Mn,Variant selectors,,,
125,Variant Selector 4,0,NSM,,Mn,Variant selectors,,,
126,Variant Selector 5,0,NSM,,Mn,Variant selectors,,,
