Dc,Short,Name (!=deprecated),◌,⇆,Aa,Type,Script,"Aliases; >=xref, <=decompos., :=Dc syntax",Description,
,286,Begin italicized text,0,BN,,!Cx,Styling,,,
,287,End italicized text,0,BN,,!Cx,Styling,,,
,286,Begin set text color,0,BN,,!Cx,Styling,,,
,287,End set text color,0,BN,,!Cx,Styling,,,
