25a0 03b4 0394 222b 0143 0133 274f 2154 02d9 21e5 2193 2191 2913 21b5 2908 2909
2192 2153 039e 03b1 03c1 2195 21a9 25a1 221a 2264 2265 03b8 221e 03a9 03b2 03a3
