Dc,Short,Name (!=deprecated),◌,⇆,Aa,Type,Script,"Aliases; >=xref, <=decompos., :=Dc syntax",Description
u0b,,!Ambiguous vertical tabulation,0,BN,,Cc,Punctuation,<ambiguous>257 119,Also used as a line separator by Microsoft Word and Powerpoint which use it to contrast with the character used as a paragraph separator (sources: http://stackoverflow.com/questions/3380538/what-is-a-vertical-tab http://unicode.org/reports/tr13/tr13-9.html )
u85,,!New line,0,B,,Cc,Punctuation,"line feed, end of line, <equiv>240 239","This is the Unicode U+0085. May semantically indicate a new paragraph. To indicate unambiguously a new line without a new paragraph, use 295 New line within paragraph. To indicate unambiguously a new paragraph, use 294 Paragraph separator."
u0a,,!Ambiguous line feed,0,B,,Cc,Punctuation,<ambiguous>119 239,This is the ASCII/Unicode 10 (0x0A).
u0d,,!Ambiguous carriage return,0,B,,Cc,Punctuation,<ambiguous>119 240 294,This is the ASCII/Unicode 13 (0x0D). Used as a paragraph separator by Microsoft Word and Powerpoint (source: https://web.archive.org/web/20080325092316/http://support.microsoft.com/kb/59096).
u2d,,!Hyphen-minus,0,ES,,Pd,Punctuation,<ambiguous>31 237,
u2e,,!Full stop/decimal point,0,CS,,Po,Punctuation,<ambiguous>12 32,
